TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_VL_LIQUIDEZ_0;TAB_X_VL_LIQUIDEZ_30;TAB_X_VL_LIQUIDEZ_60;TAB_X_VL_LIQUIDEZ_90;TAB_X_VL_LIQUIDEZ_180;TAB_X_VL_LIQUIDEZ_360;TAB_X_VL_LIQUIDEZ_MAIOR_360
Classe;51.311.858/0001-08;SPECTRA SPECIAL BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;34455766.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.313.788/0001-27;AV BANCO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;124416.90;711246.04;314913.88;59158.29;17390.75;0.00;441812.67
Classe;51.326.028/0001-54;LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.326.602/0001-74;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.344.394/0001-36;HAVAN FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.364.521/0001-69;ORRAM 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;302577.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.382.517/0001-23;ARAWAK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.388.032/0001-47;ACTUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;760905.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.388.629/0001-91;GRUPOSC - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.390.507/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZONDA HY;2025-06-30;173865526.70;0.00;0.00;0.00;83702.05;7538270.67;261190716.73
Classe;51.401.568/0001-55;BLUEFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.410.150/0001-04;ALPS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;234667.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.430.054/0001-28;BRAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.475.474/0001-20;FIDARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA  FECHADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.476.020/0001-74;ORRAM HIGH YIELD FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3667418.64;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.477.774/0001-49;ATIBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1105870.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.497.411/0001-75;ST 1001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.497.417/0001-42;FLEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15612.77;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.498.070/0001-52;GHIA CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;10210827.59;2846460.32;831545.39;814165.54;1272003.83;1570167.29;8673924.06
Classe;51.503.629/0001-95;FORESTAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.507.981/0001-07;EVEN CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;444419.79;0.00;0.00;0.00;0.00;0.00;1541697.14
Classe;51.507.998/0001-56;LESTE CREDIT MD PRECATÓRIOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.517.938/0001-14;PLX FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.531.327/0001-20;RAC19 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;12000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.550.112/0001-57;GOPLAN FIAGRO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.554.551/0001-38;CLASSE ÚNICA DO FIDC CRÉDITO NITRO AGRO - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.555.510/0001-66;BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;397162.75;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.556.244/0001-96;HOMESIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.587.009/0001-81;AJ86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;809044.23;3488111.51;788087.53;164165.86;685028.20;1117486.29;4732495.20
Classe;51.596.429/0001-24;LC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-06-30;26729.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.628.065/0001-17;KYOMI RENDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.645.270/0001-90;LUTÈCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.646.633/0001-02;APUAMA LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;814740.17;20823014.84;5522774.56;3346469.53;2092702.50;20765.87;3716424.48
Classe;51.655.558/0001-46;CREDILOG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.660.048/0001-67;APG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;1148142.24;25883185.43;11011591.17;7165684.61;1660672.49;1238407.27;2909024.06
Classe;51.660.739/0001-60;RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS;2025-06-30;152.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.670.752/0001-09;TAVARUA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9528925.65;0.00;0.00;0.00;0.00;0.00;4987324.51
Classe;51.681.932/0001-88;STW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;294242.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.689.378/0001-85;ARTESANAL CRÉDITO ESTRUTURADO FIC FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.707.771/0001-54;ROVER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.730.136/0001-98;INOVA CREDTECH IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;1354487.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.731.270/0001-03;D'ORO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO - RESP LIMITADA;2025-06-30;654924.57;10899939.28;3894510.98;2283382.26;3104837.44;30442.51;3062774.96
Classe;51.732.995/0001-16;TESLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;227043.80;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.752.029/0001-60;LATACHE LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;156405.64;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.764.889/0001-14;BIGTRADE SUNO FUNDO DE INVESTIMENTO - RESP LIMITADA - DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.765.082/0001-04;CATALISE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;162751576.18;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.767.969/0001-23;GUARDIAN GDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.768.553/0001-20;PASQUINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.769.350/0001-58;WBL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.774.918/0001-29;AF6 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.776.829/0001-11;ARKAD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.781.164/0001-34;NEW INTER FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;226203.08;2018253.81;2431323.13;246813.77;267365.94;467984.37;0.00
Classe;51.815.891/0001-75;M MHX FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.852.080/0001-44;ANTARES FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.853.284/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IA INVESTIMENTOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.861.911/0001-44;VANGUARD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.862.553/0001-94;EVERBLUE I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2025-06-30;4889856.09;18482365.15;9255952.43;5222437.19;3450769.96;1065881.34;1303656.90
Classe;51.863.647/0001-88;SOLUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.863.941/0001-90;CNA FIAGRO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.864.349/0001-02;CVPAR EDUC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7642696.69;3730850.23;0.00;1644871.47;4737254.48;15986427.51;66433281.06
Classe;51.869.340/0001-94;VFA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.869.653/0001-42;POTENCIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;544760.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.889.748/0001-28;AZZAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.901.421/0001-24;MASTRENN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.902.751/0001-34;MFDH2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.919.474/0001-72;RAMAPI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.920.831/0001-12;INOVA CREDTECH II FUNDO DE INVESTIMENTOS EM DIREITOS  CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.928.470/0001-50;CASHME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;3132853.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.942.865/0001-08;EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.943.508/0001-64;CARMEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.943.745/0001-25;V SELECT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.956.448/0001-14;FIDC SOMACRED CONSIGNADO PÚBLICO II - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;8898933.53;8759190.83;8609598.73;25015914.27;46702930.25;253761072.29
Classe;51.957.370/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.982.989/0001-17;PARAGUAÇU PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.983.505/0001-54;GEAR CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;51.983.832/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR IV;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.015.801/0001-24;UVA MERLOT CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.029.150/0001-21;LONG SHOT I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3430.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.041.044/0001-63;MALBEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.044.598/0001-14;EMPRESAS DE TRANSPORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS.;2025-06-30;7499022.77;31463611.36;32079249.44;31397185.24;93257077.19;47771697.79;524239528.26
Classe;52.049.112/0001-30;KATETO INVESTIMENTO PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.093.999/0001-64;VALORIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.098.409/0001-96;STV1 FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.099.923/0001-46;EVERBLUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;824.33;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.100.879/0001-47;SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS -  RESPONSABILIDADE LIMITADA;2025-06-30;0.00;56884872.64;28245851.82;9140196.17;8354683.89;2189169.84;0.00
Classe;52.110.606/0001-83;QUATÁ EXCLUSIVE FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;3086248.00;2846627.00;2793671.00;7213192.00;10975367.00;31549254.00
Classe;52.115.159/0001-55;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EM CLASSES DE COTAS EMPÍRICA NOVERDE RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.115.758/0001-79;PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;8547189.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.148.267/0001-24;AZ-ATHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.155.823/0001-90;CHIMERA NPL & SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILI;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.165.424/0001-00;VOLTZ SUPPLY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.178.251/0001-64;IOX EXCLUSIVE FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDIT;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.178.495/0001-47;IOX 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2927749.91;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.200.741/0001-10;NORDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1288359.92;16716297.70;15402474.82;38359695.97;51557247.50;0.00;0.00
Classe;52.200.745/0001-06;AKIREDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7500930.61;9603460.74;5339188.65;2566708.08;1798679.63;1339484.13;7931590.65
Classe;52.203.362/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU II;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.203.566/0001-14;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU I;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.203.615/0001-19;AMETISTA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.242.420/0001-88;BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.256.912/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ACR I BANCOS EMISSORES DE CARTÃO DE CRÉDITO RESP LIMI;2025-06-30;0.00;2451707633.38;181044452.43;0.00;0.00;0.00;0.00
Classe;52.258.255/0001-52;BINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.258.509/0001-32;MEDAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INDUSTRIAIS DE RESPONSABILIDADE ILIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.258.572/0001-79;ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.258.634/0001-42;CASHEW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.258.677/0001-28;ITAÚ PIRINEUS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA - RESP LIMITADA;2025-06-30;75136237.31;0.00;0.00;0.00;0.00;0.00;494040910.90
Classe;52.258.922/0001-05;BRAVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3208271.69;13825826.84;5343935.04;1850962.57;1062763.72;26997.13;2087916.18
Classe;52.259.540/0001-98;SFT CI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;15283131.34;37775058.57;31312817.09;5046810.24;8199117.04;0.00;5318935.50
Classe;52.259.591/0001-10;F18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6137091.81;21720560.44;7921254.69;4512156.29;16089151.16;4096884.67;3644709.18
Classe;52.259.737/0001-27;ISIDORO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2581458.87;1419340.14;574023.63;170688.18;489955.75;7019201.11;333610.53
Classe;52.270.934/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FICTOR;2025-06-30;1628943.84;0.00;0.00;0.00;0.00;0.00;128251140.73
Classe;52.271.464/0001-36;KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.273.542/0001-31;FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.286.115/0001-98;AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.286.780/0001-81;THE CAPITAL UNIVERSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;141619.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.287.219/0001-17;SC CRÉDITOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.298.532/0001-50;IOX REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1068837.00;4275833.44;0.00;0.00;0.00;0.00;277389.34
Classe;52.304.780/0001-67;STARS BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.306.146/0001-63;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEN PME I SEGMENTO FINANCEIRO DE RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.307.401/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HNDI FORNECEDORES - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.315.385/0001-80;BACKSTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.319.921/0001-15;ESTAIADA ÉXES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;140283.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.322.327/0001-83;GOLDEN STONE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;198924.01;35900482.10;18880767.34;9541706.73;5135475.91;0.00;673639.92
Classe;52.324.200/0001-01;LEOA JVS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.324.264/0001-02;ROOT ANGELIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.325.895/0001-38;LCPF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;1064406.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.327.088/0001-54;DUBROVNIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.327.260/0001-70;IFOOD I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.327.272/0001-02;MEDSYSTEMS B24 FIDC SEGMENTO RECEBIVEIS COMECIAIS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.337.595/0001-79;PADTEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
