TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
Classe;23.104.468/0001-21;SELECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;S;34.829.992/0001-86;CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;23104468000121;FECHADO;S;N;;;;;156498768.90;10000.00;156465206.24;156235897.00;408736695.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;252500798.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;116596.26;0.00;0.00;0.00;0.00;;111.34;116484.92;0.00;0.00;0.00;0.00;112712.98;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23562.66;14407.41;9155.25
Classe;23.104.485/0001-69;CVPAR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;CVPAR I FIDC RESP LIMITADA  SUBORDINADA;23104485000169;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;390641397.03;141898.87;377372952.23;104271514.48;86139628.12;14521949.29;506917.80;4277531.57;0.00;0.00;0.00;0.00;0.00;0.00;;667594.50;99999999999999;0.00;;;;;;;;;;;;;;;;;195356081.20;184309547.78;10657783.64;977587.23;548611.69;0.00;0.00;0.00;0.00;0.00;0.00;;159861.91;99999999999999;0.00;;;;;;;;;;;;;;;;;2226918.20;0.00;0.00;0.00;0.00;;2226918.20;0.00;1123786.34;0.00;748834.17;0.00;73645817.84;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13126545.93;13126545.93;0.00
Classe;23.177.585/0001-15;FLOWINVEST FIC FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FLOWINVEST FIC DE FIDC;23177585000115;FECHADO;N;N;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.200.278/0001-08;LIVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;23200278000108;FECHADO;N;N;;;;;31582630.77;0.00;31577554.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;794468.63;0.00;0.00;0.00;0.00;;0.00;794468.63;128327.92;0.00;0.00;0.00;30654758.12;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5076.10;5076.10;0.00
Classe;23.200.289/0001-98;CF FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FIDC NAO PADRONIZADO INVISTA CF;23200289000198;FECHADO;N;N;;;;;1308933795.87;15801249.94;1252648832.82;466510172.35;384180054.20;59947289.10;17231800.76;40607290.56;0.00;904956.14;0.00;0.00;0.00;0.00;;18224461.51;99999999999999;0.00;;;;;;;;;;;;;;;;;660252640.98;475281785.38;174229774.26;49162613.89;45809574.78;0.00;21842532.28;0.00;0.00;0.00;0.00;;35068493.44;99999999999999;0.00;;;;;;;;;;;;;;;;;104926152.75;48137109.12;0.00;0.00;0.00;;56789043.63;0.00;2179050.00;0.00;18780816.74;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40483713.11;38716731.43;1766981.68
Classe;23.216.398/0001-01;MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;23216398000101;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS CORRIDOS;1202288886.07;28476501.23;1163480497.58;281609644.98;225078616.52;34926763.31;6542468.73;22246820.75;0.00;966822.68;0.00;0.00;0.00;0.00;;642555.60;99999999999999;0.00;;;;;;;;;;;;;;;;;703628681.69;548837699.65;138605491.84;10176270.76;18133242.93;0.00;2546118.94;0.00;0.00;0.00;0.00;;1947752.73;99999999999999;0.00;;;;;;;;;;;;;;;;;171758782.91;0.00;0.00;0.00;0.00;;171758782.91;0.00;1584999.16;4898388.84;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;5734577.20;5734577.20;0.00;0.00;0.00;0.00;0.00;4597310.06;4597310.06;0.00
Classe;23.216.640/0001-39;JC SILOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;JC SILOS FIDC NP;23216640000139;FECHADO;N;N;;;;;225880925.57;0.00;225763127.34;225379900.52;225379900.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;383226.82;0.00;0.00;0.00;0.00;;383226.82;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;117798.23;42409.87;75388.36
Classe;23.245.575/0001-70;MEG FUNDO DE INVESTIMENTOS EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;67.030.395/0001-46;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;23245575000170;FECHADO;N;S;;;;;849075177.22;4648.00;849070529.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;765.33;0.00;0.00;0.00;0.00;;765.33;0.00;0.00;0.00;0.00;0.00;849069763.89;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.246.620/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MARTE FORNECEDORES;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FIDC MARTE FORNECEDORES;23246620000100;FECHADO;N;N;;;;;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02
Classe;23.273.905/0001-30;CREDSHOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS VAREJO;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;CREDSHOW FIDC NP VAREJO;23273905000130;FECHADO;S;S;;;;;3547437.93;8710.55;3535975.96;3535975.96;3535975.96;0.00;0.00;1686460.31;0.00;0.00;0.00;0.00;0.00;0.00;;1686460.31;07652226000116;47.80;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2751.42;2751.42;0.00
Classe;23.274.015/0001-43;KREDITARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;KREDITARE FIDC;23274015000143;ABERTO;N;S;0;DIAS ÚTEIS;1;DIAS ÚTEIS;78497814.91;2025047.43;74784066.50;10291349.15;9849999.05;438092.34;109782.72;84894.90;0.00;24247.25;0.00;0.00;0.00;0.00;;81637.14;99999999999999;0.00;;;;;;;;;;;;;;;;;64349647.86;53859235.16;9300151.02;2673469.54;1827648.22;0.00;1820158.93;0.00;0.00;0.00;0.00;;637386.54;97316293000152;12.24;24592791000154;11.31;;;;;;;;;;;;;;;625.46;0.00;0.00;0.00;0.00;;625.46;0.00;77217.76;0.00;65226.27;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1688700.98;1688700.76;0.22
Classe;23.293.595/0001-16;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIER;2025-06-30;N;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA PREMIER CAPITAL;23293595000116;FECHADO;N;N;;;;;37331534.97;16677.11;36803228.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;28878594.73;45336430.16;0.00;0.00;139748782.77;0.00;0.00;0.00;0.00;0.00;0.00;;156206618.20;;;;;;;;;;;;;;;;;;;7762664.97;0.00;0.00;0.00;0.00;;7762664.97;0.00;161968.80;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;511629.36;511629.36;0.00
Classe;23.381.539/0001-33;LESTE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;S;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;23381539000133;ABERTO;N;S;1;DIAS CORRIDOS;1;DIAS CORRIDOS;37114378.35;0.00;35967533.39;35734034.06;32571265.28;0.00;0.00;3162768.78;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;233499.33;0.00;0.00;0.00;0.00;;233499.33;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1146844.96;1146844.96;0.00
Classe;23.426.441/0001-55;MULTIPLIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;23426441000155;FECHADO;N;N;;;;;246223236.98;864278.17;243847137.66;243506273.92;202074861.18;0.00;0.00;41431412.74;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;267977.78;0.00;0.00;0.00;0.00;;267977.78;0.00;72885.96;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1511821.15;1511821.15;0.00
Classe;23.520.837/0001-67;DIVALLORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;DIVALLORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;23520837000167;FECHADO;N;N;;;;;14641075.09;214955.35;13671278.24;275744.28;275744.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;11398897.96;8174862.67;3427498.83;674767.46;598390.89;0.00;135005.53;0.00;0.00;0.00;0.00;;801854.43;99999999999999;0.00;;;;;;;;;;;;;;;;;1724022.01;0.00;0.00;0.00;0.00;;1724022.01;0.00;76935.18;0.00;195678.81;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;754841.50;754841.50;0.00
Classe;23.521.077/0001-02;CONSIGA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;CONSIGA MAIS FIDC;23521077000102;FECHADO;N;N;;;;;353480946.37;4409.55;353344499.56;325861002.93;228347595.56;210630345.12;66255626.56;10410938.89;0.00;0.00;0.00;0.00;0.00;0.00;;123527876.64;11581339000145;121.23;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;1562992.73;0.00;0.00;0.00;0.00;;1562992.73;0.00;1543273.38;0.00;24377230.52;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;132037.26;103249.34;28787.92
Classe;23.669.183/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA PREMIER CAPITAL MULTISETORIAL LONGO PRAZO;2025-06-30;N;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;PREMIER CAPITAL FIDC NP;23669183000138;FECHADO;N;N;;;;;1874105.22;44842.64;1810607.83;1719898.84;1728889.06;0.00;0.00;13064873.94;0.00;0.00;0.00;0.00;0.00;0.00;;13073864.16;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;20658.18;0.00;0.00;0.00;0.00;;20658.18;0.00;70050.81;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18654.75;18654.75;0.00
Classe;23.711.364/0001-85;MCA II FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;23711364000185;ABERTO;N;N;61;DIAS CORRIDOS;60;DIAS CORRIDOS;866418117.11;0.00;853967920.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;24702170.12;0.00;829265750.58;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12450196.41;12450196.41;0.00
Classe;23.711.475/0001-91;MULTINVEST 1940 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;MULTINVEST 1940;23711475000191;ABERTO;N;N;0;DIAS CORRIDOS;1;DIAS ÚTEIS;177903969.39;1000.00;177878472.76;83148523.42;83148523.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;10407005000197;17.60;41037250000183;17.89;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;18675919.34;0.00;0.00;0.00;0.00;;18675919.34;0.00;36106974.21;0.00;0.00;0.00;39947055.79;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24496.63;24496.63;0.00
Classe;23.729.525/0001-68;VALORA GUARDIAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;S;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.;?nica;23729525000168;ABERTO;N;N;90;DIAS CORRIDOS;1;DIAS ÚTEIS;489058956.44;505.26;489036743.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;9694758.01;0.00;0.00;0.00;0.00;;9694758.01;0.00;0.00;0.00;0.00;0.00;479341985.89;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21707.28;21707.28;0.00
Classe;23.750.225/0001-60;TRAÇÃO FINANCEIRA  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FIDC TRACAO FINANCEIRA;23750225000160;FECHADO;N;N;;;;;298038355.67;753691.02;295316779.06;250249860.14;138362688.08;139314648.68;15989521.28;2686411.29;0.00;0.00;0.00;0.00;0.00;0.00;;30113887.91;11581339000145;79.20;14168536000125;13.30;;;;;;;;;;;;;;;1960858.43;0.00;0.00;0.00;1960858.43;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;42317757.49;0.00;0.00;0.00;0.00;;42317757.49;0.00;788303.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1967885.59;1967885.59;0.00
Classe;23.773.276/0001-08;URBANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2025-06-30;S;24.361.690/0001-72;LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;23773276000108;FECHADO;N;N;;;;;117233463.14;554871.12;116472976.78;33808655.79;33086440.91;0.00;0.00;1230523.65;0.00;295.01;0.00;0.00;0.00;0.00;;508308.77;34337707000100;13.35;;;;;;;;;;;;;;;;;54210070.96;37981850.81;0.00;0.00;16251170.12;0.00;0.00;0.00;0.00;0.00;0.00;;22949.97;48740351000165;46.17;;;;;;;;;;;;;;;;;2096242.15;0.00;0.00;0.00;0.00;;2096242.15;0.00;0.00;0.00;452388.64;0.00;25905619.24;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;205615.24;205615.24;0.00
Classe;23.798.073/0001-76;JC PLÁSTICOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS - FIDC - NP;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;JC PLASTICOS FIDC NP;23798073000176;FECHADO;N;N;;;;;615033649.24;0.00;614980303.66;614978448.68;614978448.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;1854.98;0.00;0.00;0.00;0.00;;1854.98;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53345.58;53345.58;0.00
Classe;23.849.251/0001-40;WILBURY NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;23849251000140;FECHADO;N;N;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;23.884.789/0001-96;III FIDC POLO RECUPERAÇÃO DE  CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;23884789000196;FECHADO;S;S;;;;;13155808.32;500.00;13150355.64;0.99;11351268.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;11351267.08;17282064000125;89.95;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;13116718.09;0.00;0.00;0.00;0.00;;13116718.09;0.00;33636.56;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4952.68;4952.68;0.00
